filename,duration_audio,duration_transcript,performance_ratio
1615962857.2254279-in.wav,31.76,5.137515068054199,0.16176055000170653
1615963832.2254663-out.wav,42.36,2.0143139362335205,0.0475522647836053
1615963974.2254718-in.wav,27.3,1.0311987400054932,0.03777284761924883
1615964025.2254728-in.wav,37.94,1.0927579402923584,0.02880226516321451
1615964299.2254833-in.wav,16.26,0.9606609344482422,0.059081238280949695
1615964452.2254877-in.wav,11.48,0.9229655265808105,0.08039769395303227
1615965007.2255121-out.wav,35.7,3.588894844055176,0.10052926734048111
1615965189.2255215-out.wav,58.34,5.549492835998535,0.09512329166949837
1615965227.2255258-out.wav,48.16,5.26974892616272,0.10942169697181728
1615965272.2255308-in.wav,34.22,0.9272475242614746,0.027096654712491952
1615965286.2255327-out.wav,29.76,2.0082175731658936,0.0674804292058432
1615965478.2255484-out.wav,44.16,1.1604204177856445,0.02627763627231985
1615965527.2255533-out.wav,18.18,1.8364155292510986,0.10101295540435086
1615965562.2255564-in.wav,37.1,1.566770315170288,0.04223100579973822
1615965562.2255564-out.wav,37.08,1.5151395797729492,0.04086136946528989
1615966037.2256002-out.wav,54.14,4.240607023239136,0.07832669049204166
1615966090.2256026-out.wav,46.02,5.099790573120117,0.11081683122816421
1615966237.2256194-in.wav,10.16,0.7305459976196289,0.07190413362397922
1615966435.2256418-in.wav,25.86,1.0420317649841309,0.0402951185222015
1615966438.2256427-out.wav,16.48,3.4977660179138184,0.2122430836112754
1615966446.2256438-in.wav,37.24,0.9203181266784668,0.02471316129641425
1615966457.2256448-out.wav,11.26,1.135221242904663,0.10081893809100027
1615966471.2256460-out.wav,48.88,2.7298338413238525,0.055847664511535444
1615966616.2256585-in.wav,29.42,2.81880784034729,0.09581263903287865
1615966680.2256619-in.wav,29.06,1.619842290878296,0.05574130388431851
1615966821.2256703-in.wav,14.34,0.9515745639801025,0.06635805885495834
1615966836.2256713-out.wav,38.28,4.368646860122681,0.11412348119442739
1615966896.2256753-out.wav,36.28,3.2514140605926514,0.08962001269549755
1615967088.2256854-out.wav,39.8,2.6223323345184326,0.06588774709845309
1615967114.2256873-out.wav,18.9,1.196173906326294,0.0632896246733489
1615967236.2256960-in.wav,47.28,2.0593087673187256,0.043555599985590644
1615967298.2257026-out.wav,39.56,4.213459014892578,0.10650806407716325
1615967301.2257028-in.wav,36.68,1.135453224182129,0.0309556495142347
1615967326.2257042-in.wav,37.4,0.9224221706390381,0.024663694402113318
1615967380.2257062-in.wav,27.92,1.0562922954559326,0.03783281860515518
1615967393.2257071-in.wav,14.44,1.098381757736206,0.07606521867979267
1615967460.2257103-in.wav,15.72,0.9580996036529541,0.06094781193721082
1615967475.2257111-out.wav,38.76,2.129162311553955,0.05493194818250658
1615967560.2257152-out.wav,30.0,2.4729807376861572,0.08243269125620524
1615967577.2257160-in.wav,11.46,0.9207820892333984,0.08034747724549723
1615967577.2257160-out.wav,11.62,0.9323625564575195,0.08023774151958
1615967605.2257172-in.wav,40.94,1.1248435974121094,0.02747541762120443
1615967605.2257172-out.wav,40.92,1.132446527481079,0.027674646321629498
1615967710.2257230-out.wav,51.0,1.5534379482269287,0.03045956761229272
1615967737.2257250-in.wav,12.64,1.2862465381622314,0.10176001093055628
1615967800.2257275-out.wav,29.52,1.7416627407073975,0.058999415335616444
1615967860.2257319-in.wav,49.5,3.2912981510162354,0.06649087173770173
1615967860.2257319-out.wav,49.52,4.898312330245972,0.09891583865601719
